"300","JL","0408","20111224","00048328","00004184","P","","15.6000","KG","","Y","1061.36","JPY","1061.36","JPY","20110727","00000000","00000118","","","Dominik Marshall","","00000000"
"300","AA","0026","20100623","00041474","00004184","P","","32.6000","KG","X","F","1833.03","USD","1833.03","USD","20100125","00000000","00000310","","","Dominik Marshall","","00000000"
"300","AA","0017","20100616","00003552","00004184","P","","26.9000","KG","","Y","285.98","GBP","422.94","USD","20100118","00000000","00000107","","","Dominik Marshall","","00000000"
"300","SQ","0015","20101006","00032478","00004184","P","","11.5000","KG","","C","4640.08","SGD","4640.08","SGD","20100510","00000000","00000103","","","Dominik Marshall","","00000000"
"300","AA","0017","20100728","00006095","00004184","P","","27.0000","KG","","C","922.01","EUR","845.88","USD","20100301","00000000","00000119","","","Dominik Marshall","","00000000"
"300","UA","3504","20110819","00080477","00004184","P","X","10.0000","KG","","Y","1060.26","JPY","879.82","USD","20110323","00000000","00000118","","","Dominik Marshall","","00000000"
"300","AZ","0555","20100811","00007040","00004184","P","","10.5000","KG","","Y","185.00","EUR","185.00","EUR","20100315","00000000","00000188","","","Dominik Marshall","","00000000"
"300","QF","0006","20100901","00043889","00004184","P","","23.3000","KG","","Y","1050.00","EUR","788.64","AUD","20100405","00000000","00000122","","","Dominik Marshall","","00000000"
"300","SQ","0015","20101229","00037829","00004184","P","","25.3000","KG","","Y","1402.00","EUR","2320.04","SGD","20100802","00000000","00000110","","","Dominik Marshall","","00000000"
"300","AZ","0555","20100922","00009706","00004184","P","","22.8000","KG","","Y","185.00","EUR","185.00","EUR","20100427","00000000","00000110","","","Dominik Marshall","","00000000"
"300","SQ","0997","20101022","00389457","00003819","P","","16.1000","KG","","Y","413.10","AUD","910.15","SGD","20100627","00000000","00000102","","","Annemarie Jeremias","","00000000"
"300","UA","3504","20110909","00082266","00004184","P","","10.4000","KG","X","Y","959.00","EUR","879.82","USD","20110413","00000000","00000061","","","Dominik Marshall","","00000000"
"300","AZ","0788","20100907","00046572","00004184","P","","35.9000","KG","","F","2834.86","USD","3090.00","EUR","20100411","00000000","00000130","","","Dominik Marshall","","00000000"
"300","SQ","0997","20101224","00393380","00003819","P","","17.0000","KG","","Y","550.00","EUR","910.15","SGD","20100829","00000000","00000224","","","Annemarie Jeremias","","00000000"
"300","LH","0400","20120107","00038426","00004184","P","","11.7000","KG","","Y","990.34","CHF","666.00","EUR","20110812","00000000","00000108","","","Dominik Marshall","","00000000"
"300","SQ","0997","20100702","00382460","00003819","P","X","24.7000","KG","","Y","817.85","CHF","910.15","SGD","20100307","00000000","00000108","","","Annemarie Jeremias","","00000000"
"300","UA","0941","20110331","00040157","00004184","P","","17.8000","KG","X","Y","959.00","EUR","879.82","USD","20101103","00000000","00000224","","","Dominik Marshall","","00000000"
"300","SQ","0997","20110715","00406245","00003819","P","","9.4000","KG","X","Y","608.07","JPY","910.15","SGD","20110320","00000000","00000118","","","Annemarie Jeremias","","00000000"
"300","AZ","0788","20110419","00060758","00004184","P","","23.4000","KG","X","Y","638.96","GBP","1030.00","EUR","20101120","00000000","00000295","","","Dominik Marshall","","00000000"
"300","SQ","0988","20101202","00353481","00003819","P","","22.2000","KG","X","Y","550.00","EUR","910.15","SGD","20100807","00000000","00000114","","","Annemarie Jeremias","","00000000"
"300","UA","3504","20100910","00059178","00004184","P","","21.0000","KG","","Y","594.92","GBP","879.82","USD","20100414","00000000","00000109","X","","Dominik Marshall","","00000000"
"300","LH","2407","20110305","00201988","00003819","P","","18.6000","KG","X","Y","242.00","EUR","242.00","EUR","20101109","00000000","00000101","","","Annemarie Jeremias","","00000000"
"300","JL","0408","20111001","00045892","00004184","P","","44.9000","KG","X","F","2882.00","EUR","3184.08","JPY","20110505","00000000","00000122","","","Dominik Marshall","","00000000"
"300","LH","2402","20110910","00186663","00003819","P","","22.2000","KG","X","Y","242.00","EUR","242.00","EUR","20110517","00000000","00000116","","","Annemarie Jeremias","","00000000"
"300","QF","0006","20101013","00045734","00004184","P","","14.7000","KG","","Y","963.30","USD","788.64","AUD","20100517","00000000","00000320","","","Dominik Marshall","","00000000"
"300","LH","2415","20101126","00219898","00003819","P","","11.3000","KG","X","Y","400.46","SGD","242.00","EUR","20100801","00000000","00000103","","","Annemarie Jeremias","","00000000"
"300","AZ","0789","20101215","00091025","00004184","P","","13.4000","KG","","Y","944.95","USD","1030.00","EUR","20100719","00000000","00000222","","","Dominik Marshall","","00000000"
"300","LH","2407","20110423","00203843","00003819","P","","13.4000","KG","","Y","222.02","USD","242.00","EUR","20101227","00000000","00000222","","","Annemarie Jeremias","","00000000"
"300","UA","3504","20100625","00054117","00004184","P","","19.4000","KG","X","C","1918.01","EUR","1759.64","USD","20100127","00000000","00000101","","","Dominik Marshall","","00000000"
"300","UA","3517","20101101","00140074","00003819","P","X","42.5000","KG","","F","1833.03","USD","1833.03","USD","20100707","00000000","00000320","","","Annemarie Jeremias","","00000000"
"300","JL","0407","20110429","00016495","00004184","P","","20.1000","KG","X","Y","961.00","EUR","1061.36","JPY","20101201","00000000","00000294","","","Dominik Marshall","","00000000"
"300","AZ","0791","20110519","00155372","00003819","P","X","12.3000","KG","","Y","930.27","USD","1014.00","EUR","20110122","00000000","00000111","","","Annemarie Jeremias","","00000000"
"300","UA","0007","20100904","00006151","00004184","P","","19.5000","KG","","Y","762.87","SGD","422.94","USD","20100408","00000000","00000103","","","Dominik Marshall","","00000000"
"300","SQ","0117","20100913","00153483","00003819","P","","19.4000","KG","X","Y","216.00","EUR","357.44","SGD","20100519","00000000","00000105","","","Annemarie Jeremias","","00000000"
"300","QF","0005","20110121","00017214","00004184","P","","9.7000","KG","","Y","963.30","USD","788.64","AUD","20100825","00000000","00000222","","","Dominik Marshall","","00000000"
"300","LH","2402","20100807","00172032","00003819","P","","16.9000","KG","","Y","242.00","EUR","242.00","EUR","20100412","00000000","00000284","X","","Annemarie Jeremias","","00000000"
"300","QF","0005","20110527","00024902","00004184","P","","24.5000","KG","","Y","963.30","USD","788.64","AUD","20101230","00000000","00000320","","","Dominik Marshall","","00000000"
"300","LH","2463","20101127","00275737","00003819","P","","23.5000","KG","X","Y","242.00","EUR","242.00","EUR","20100803","00000000","00000119","","","Annemarie Jeremias","","00000000"
"300","QF","0005","20110624","00026759","00004184","P","","16.6000","KG","","Y","1050.00","EUR","788.64","AUD","20110126","00000000","00000124","","","Dominik Marshall","","00000000"
"300","SQ","0326","20110128","00265187","00003819","P","X","17.3000","KG","","Y","963.30","USD","1737.55","SGD","20101003","00000000","00000222","","","Annemarie Jeremias","","00000000"
"300","UA","0007","20110813","00021125","00004184","P","","10.3000","KG","X","Y","461.00","EUR","422.94","USD","20110318","00000000","00000120","","","Dominik Marshall","","00000000"
"300","LH","3577","20100508","00291276","00003819","P","","14.8000","KG","X","C","370.00","EUR","370.00","EUR","20100111","00000000","00000087","","","Annemarie Jeremias","","00000000"
"300","QF","0005","20100813","00007052","00004184","P","","13.6000","KG","","Y","963.30","USD","788.64","AUD","20100318","00000000","00000055","","","Dominik Marshall","","00000000"
