"300","00004105","Ludwig Vrsic","Herr","Wilhelm-Glaessing-Str. 73","","64283","Darmstadt","DE","","06151 77372","P","005","D","Ludwig_Vrsic@Darmstadt.net",""
"300","00004106","Ruth Cesari","Frau","Melissenstr. 79","","41466","Neuss","DE","","02131 465750","P","010","D","Ruth_Cesari@Neuss.net",""
"300","00004107","Laura Bentink","Frau","Raupelsweg 219","","60118","Mainz","DE","","06221 934 432","P","015","D","Laura_Bentink@Mainz.net",""
"300","00004108","Horst Picard","Herr","Elzstrasse 87","","79312","Emmendingen","DE","","07641 927813","P","000","D","Horst_Picard@Emmendingen.net",""
"300","00004109","Siegfried Heiler","Herr","Schillerstr. 30","","15344","Strausberg","DE","","03342 365749","P","005","D","Siegfried_Heiler@Strausberg.net",""
"300","00004110","Siegfried Zimmermann","Herr","Schillerstr. 185","","15344","Strausberg","DE","","03342 365749","P","010","D","Siegfried_Zimmermann@Strausberg.net",""
"300","00004111","Benjamin Prinz","Mr","227 Voodoo Avenue","","63728","New Orleans","US","","+1 552 48959 68876","P","015","E","Benjamin_Prinz@NewOrleans.net",""
"300","00004112","Amelie Picard","Frau","Froschstr. 133","","68753","Amelie","DE","","07254 953350","P","000","D","Amelie_Picard@Amelie.net",""
"300","00004113","Lothar Henry","Herr","Hauptstr. 43","","69180","Walldorf","DE","","06227 12345","P","005","D","Lothar_Henry@Walldorf.net",""
"300","00004114","Juan Mechler","Sr.","190 Fuenlabrada","","28017","Madrid","ES","","914782397","P","010","S","Juan_Mechler@Madrid.net",""
"300","00004115","Illya Matthaeus","Herr","Im Warmet 57","","69231","Rauenberg","DE","","0800 700707","P","015","D","Illya_Matthaeus@Rauenberg.net",""
"300","00004116","Guillermo D´Oultrement","Mr.","61 Pza. Pablo Ruiz Picasso","","28020","Madrid","ES","","34914567200","P","000","S","Guillermo_D´Oultrement@Madrid.net",""
"300","00004117","Juan Montero Soria","Sr.","213 Fuenlabrada","","28017","Madrid","ES","","914782397","P","005","S","Juan_Montero@Madrid.net",""
"300","00004118","Jean Zimmermann","M","6 rue Voltaire","","B - 1030","Bruxelles","BE","","+32 2 202 1638","P","010","F","Jean_Zimmermann@Bruxelles.net",""
"300","00004119","Friedrich Kramer","Herr","Friedensallee 221","","63263","Neu-Isenburg","DE","","06227 12345","P","015","D","Friedrich_Kramer@Neu-Isenburg.net",""
"300","00004120","Mathilde Sessler","Frau","Erlengrund 247","","68789","St. Leon-Rot","DE","","06227 13813","P","000","D","Mathilde_Sessler@St.Leon-Rot.net",""
"300","00004121","Matthias Sudhoff","Herr","Gartenstr. 54","","69123","Heidelberg","DE","","07254 6442","P","005","D","Matthias_Sudhoff@Heidelberg.net",""
"300","00004122","Guenther Picard","Herr","Jacobistrasse 15","","79104","Freiburg","DE","","0761 475633","P","010","D","Guenther_Picard@Freiburg.net",""
"300","00004123","Gerd Goerke","Dr.","Forstmann 248","","69207","Gerd","DE","","06221 922 053","P","015","D","Gerd_Goerke@Gerd.net",""
"300","00004124","Christa Miguel","Frau","Ausserhalb 102","","64342","Seeheim-Jugenheim","DE","","06157 93123","P","000","D","Christa_Miguel@Seeheim-Jugenheim.net",""
"300","00004125","Lee Delon","Mr.","27 17th St.","","09765","Boulder","US","","516-865-1547","P","005","E","Lee_Delon@Boulder.net",""
"300","00004126","Anna Hunter","Frau","N7\, 193","","68161","Mannheim","DE","","0621/25871","P","010","D","Anna_Hunter@Mannheim.net",""
"300","00004127","Annemarie Rahn","Frau","Stauboernchenstrasse 225","","67663","Kaiserslautern","DE","RHP","0631 2052399","P","015","D","Annemarie_Rahn@Kaiserslautern.net",""
"300","00004128","Christoph Kramer","Mr","76 Federal Avenue","","17844","Washington","US","","221 784 4478","P","000","E","Christoph_Kramer@Washington.net",""
"300","00004025","Irene Leisert","Frau","Akazienweg 31","","27299","Langwedel","DE","","04232 16212","P","005","D","Irene_Leisert@Langwedel.net",""
"300","00004129","Laura Jeremias","Frau","Raupelsweg 208","","60118","Mainz","DE","","06221 934 432","P","005","D","Laura_Jeremias@Mainz.net",""
"300","00004130","Guillermo Fischer","Mr.","101 Pza. Pablo Ruiz Picasso","","28020","Madrid","ES","","34914567200","P","010","S","Guillermo_Fischer@Madrid.net",""
"300","00004026","Ludwig Henry","Herr","Wilhelm-Glaessing-Str. 244","","64283","Darmstadt","DE","","06151 77372","P","010","D","Ludwig_Henry@Darmstadt.net",""
"300","00004131","Claire Sommer","Frau","Meerfeldstr. 58","","68163","Mannheim-Lindenhof","DE","","0049 621 8283279","P","015","D","Claire_Sommer@Mannheim-Lindenhof.net",""
"300","00004027","Johannes Ittner","Herr","Leichhof 163","","55128","Mainz","DE","","06131 125627","P","015","D","Johannes_Ittner@Mainz.net",""
"300","00004132","August Matthaeus","Herr","Alte Reichsstr. 149","","66464","Homburg","DE","","06841 53232","P","000","D","August_Matthaeus@Homburg.net",""
"300","00004028","Salvador Montero","Sr.","267 Piedad","","41006","Sevilla","ES","","953345728","P","000","S","Salvador_Montero@Sevilla.net",""
"300","00004133","Salvador Matthaeus","Sr.","180 Piedad","","41006","Sevilla","ES","","953345728","P","005","S","Salvador_Matthaeus@Sevilla.net",""
"300","00004029","Marta Ittner","Sra.","256 Camelias","","08014","Barcelona","ES","","932374423","P","005","S","Marta_Ittner@Barcelona.net",""
"300","00004134","Ulla Sudhoff","Frau","Gruenlingweg 115","","69180","Wiesloch","DE","","06222 12345","P","010","D","Ulla_Sudhoff@Wiesloch.net",""
"300","00004030","Andrej Buchholz","Herr","182 Poklukarjeva","","1000","Ljubljana","SI","","00386 61 277543","P","010","D","Andrej_Buchholz@Ljubljana.net",""
"300","00004135","Guillermo Barth","Mr.","195 Pza. Pablo Ruiz Picasso","","28020","Madrid","ES","","34914567200","P","015","S","Guillermo_Barth@Madrid.net",""
"300","00004031","Dominik Ryan","Herr","Albert-Schweitzer-Str. 118","","75305","Neuenburg","DE","","07082/8950","P","015","D","Dominik_Ryan@Neuenburg.net",""
"300","00004136","Anna Montero","Frau","N7\, 207","","68161","Mannheim","DE","","0621/25871","P","000","D","Anna_Montero@Mannheim.net",""
"300","00004032","Ida Forstmann","Frau","Dudweilerstr. 96","","66386","St. Ingbert","DE","","06894 194285","P","000","D","Ida_Forstmann@St.Ingbert.net",""
"300","00004137","Ulla Gahl","Frau","Gruenlingweg 80","","69180","Wiesloch","DE","","06222 12345","P","005","D","Ulla_Gahl@Wiesloch.net",""
"300","00004033","Sophie Sudhoff","Frau","Mutterstadter Str. 215","","67105","Schifferstadt","DE","","0049 6235 93317","P","005","D","Sophie_Sudhoff@Schifferstadt.net",""
"300","00004138","Illya Hunter","Herr","Im Warmet 230","","69231","Rauenberg","DE","","0800 700707","P","010","D","Illya_Hunter@Rauenberg.net",""
"300","00004034","Salvador Sisko","Sr.","265 Piedad","","41006","Sevilla","ES","","953345728","P","010","S","Salvador_Sisko@Sevilla.net",""
"300","00004139","Claire Pratt","Frau","Meerfeldstr. 52","","68163","Mannheim-Lindenhof","DE","","0049 621 8283279","P","015","D","Claire_Pratt@Mannheim-Lindenhof.net",""
"300","00004035","Matthias Dumbach","Herr","Gartenstr. 40","","69123","Heidelberg","DE","","07254 6442","P","015","D","Matthias_Dumbach@Heidelberg.net",""
"300","00004140","Uli Sommer","Frau","Franz-Marc-Str. 2","","70111","Reutlingen","DE","","0734 372509","P","000","D","Uli_Sommer@Reutlingen.net",""
"300","00004036","Gisela Weiss","Frau","Goeckinghofstr. 68","","58332","Schwelm","DE","","02336/934587","P","000","D","Gisela_Weiss@Schwelm.net",""
"300","00004141","Uli Gahl","Frau","Franz-Marc-Str. 183","","70111","Reutlingen","DE","","0734 372509","P","005","D","Uli_Gahl@Reutlingen.net",""
"300","00004037","Dominik D´Oultrement","Herr","Albert-Schweitzer-Str. 281","","75305","Neuenburg","DE","","07082/8950","P","005","D","Dominik_D´Oultrement@Neuenburg.net",""
"300","00004142","Jean-Luc Meier","Herr","14 Rue Balzac","","75839","Paris","FR","","+33 10 3387 23428","P","010","F","Jean-Luc_Meier@Paris.net",""
"300","00004038","Stephen Eichbaum","Herr","Arionweg 1","","68723","Schwetzingen","DE","","06202 12345","P","010","D","Stephen_Eichbaum@Schwetzingen.net",""
